gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,Churn_Label,total_complaints,resolved_complaints,unresolved_complaints,call_drop_rate,data_usage_gb,throughput_Mbps,complaints_per_tenure,unresolved_ratio,drop_rate_per_tenure,data_usage_per_tenure,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TechSupport_No internet service,TechSupport_Yes,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,MultipleLines_No phone service,MultipleLines_Yes,Contract_One year,Contract_Two year
1,1,1,0,11,1,1,70.2,0,13,2,11,0.0138888888888888,0.7645507812500001,20.465,1.0833333333333333,0.7857142857142857,0.0011574074074074,0.06371256510416667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,8,1,1,85.2,1,8,3,5,0.0165343915343915,0.8596695963541666,24.301666666666662,0.8888888888888888,0.5555555555555556,0.0018371546149323888,0.09551884403935185,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,3,1,0,75.25,1,20,0,20,0.0198412698412698,0.80131103515625,26.6075,5.0,0.9523809523809523,0.00496031746031745,0.2003277587890625,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,1,55,1,0,59.45,0,5,0,5,0.0208333333333333,0.8331103515625,29.063333333333333,0.08928571428571429,0.8333333333333334,0.00037202380952380896,0.014876970563616072,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,0,1,0,33,1,1,93.35,0,18,1,17,0.0154970760233918,0.7712898763020833,24.375833333333333,0.5294117647058824,0.8947368421052632,0.00045579635362917055,0.02268499636182598,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
0,0,0,0,46,1,0,44.95,0,8,5,3,0.0147435897435897,0.8864599609375,29.83,0.1702127659574468,0.3333333333333333,0.00031369339879978083,0.018860850232712768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,34,1,0,26.1,0,9,1,8,0.0359039449112978,0.6700992838541667,30.66416666666667,0.2571428571428571,0.8,0.0010258269974656514,0.019145693824404765,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
0,0,0,0,3,1,0,20.2,0,13,2,11,0.031609354268023,0.8144197591145833,25.05,3.25,0.7857142857142857,0.00790233856700575,0.20360493977864583,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,1,1,30,1,0,21.25,0,5,1,4,0.0097222222222222,0.8636458333333333,28.153333333333336,0.16129032258064516,0.6666666666666666,0.0003136200716845871,0.027859543010752687,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,0,0,0,33,1,0,59.4,0,12,2,10,0.0395974736048265,0.7989274088541666,28.695,0.35294117647058826,0.7692307692307693,0.0011646315766125441,0.023497864966299017,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1,0,1,1,45,1,1,95.0,0,16,5,11,0.0179181929181929,0.7281648763020834,30.881666666666664,0.34782608695652173,0.6470588235294118,0.0003895259330041935,0.015829671223958335,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0
1,0,0,0,40,1,1,61.9,0,8,3,5,0.0153935185185185,0.7209244791666666,27.154166666666665,0.1951219512195122,0.5555555555555556,0.0003754516711833781,0.01758352388211382,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,71,1,1,118.65,0,9,1,8,0.0314814814814814,0.7401424153645834,25.36916666666667,0.125,0.8,0.0004372427983539084,0.010279755768952547,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,0,0,0,1,1,0,54.35,1,16,5,11,0.03125,0.9122086588541668,31.71333333333333,8.0,0.6470588235294118,0.015625,0.4561043294270834,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,1,1,72,0,0,64.45,0,7,3,4,0.0248015873015873,0.4389217122395834,33.53,0.0958904109589041,0.5,0.00033974777125462055,0.006012626195062786,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
0,0,1,1,22,1,1,80.15,0,18,3,15,0.0159722222222222,0.7607902018229167,34.81333333333333,0.782608695652174,0.7894736842105263,0.0006944444444444435,0.03307783486186594,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,1,46,1,1,20.2,0,11,5,6,0.0133547008547008,0.8303597005208333,33.1125,0.23404255319148937,0.5,0.0002841425713766128,0.017667227670656028,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,1,1,55,1,0,21.0,0,6,2,4,0.0357638888888888,0.8392122395833334,25.78333333333333,0.10714285714285714,0.5714285714285714,0.0006386408730158715,0.014985932849702382,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,0,0,1,1,0,20.45,0,17,2,15,0.0339494569757727,0.7498738606770834,25.359166666666667,8.5,0.8333333333333334,0.01697472848788635,0.3749369303385417,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,0,0,12,1,1,75.85,0,10,0,10,0.0394206828030357,0.7081966145833333,27.409166666666668,0.7692307692307693,0.9090909090909091,0.0030323602156181306,0.05447666266025641,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0
1,0,0,0,31,1,1,80.45,0,19,5,14,0.01875,1.0328605143229168,32.159166666666664,0.59375,0.7,0.0005859375,0.03227689107259115,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,1,0,5,0,1,24.95,1,9,0,9,0.0104575163398692,0.69421142578125,21.05333333333333,1.5,0.9,0.0017429193899782,0.11570190429687499,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,1,67,1,1,75.5,0,15,4,11,0.0453311308574466,0.6990275065104167,28.98333333333333,0.22058823529411764,0.6875,0.0006666342773153912,0.01027981627221201,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
1,0,0,0,1,1,0,44.45,0,9,0,9,0.0116185897435897,0.7085139973958333,23.10833333333333,4.5,0.9,0.00580929487179485,0.35425699869791666,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,40,0,1,42.35,1,16,4,12,0.061510891570876,0.8580232747395833,28.066666666666663,0.3902439024390244,0.7058823529411765,0.0015002656480701464,0.020927396944867886,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
1,0,1,1,41,1,1,74.55,0,5,3,2,0.0264705882352941,0.6960782877604167,24.81083333333333,0.11904761904761904,0.3333333333333333,0.0006302521008403357,0.016573292565724207,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,0,0,0,1,1,1,75.3,1,18,1,17,0.0386452241715399,0.7813728841145834,28.867500000000003,9.0,0.8947368421052632,0.01932261208576995,0.3906864420572917,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,51,1,1,94.8,1,20,6,14,0.0216168091168091,0.7689046223958332,27.7,0.38461538461538464,0.6666666666666666,0.00041570786763094427,0.014786627353766024,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
1,0,1,1,42,0,0,48.15,0,15,7,8,0.019951923076923,0.7345686848958334,21.473333333333333,0.3488372093023256,0.5,0.0004639982110912325,0.017082992671996124,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1
1,0,1,1,23,1,0,19.65,0,13,1,12,0.0181712962962962,0.8388183593749999,29.343333333333334,0.5416666666666666,0.8571428571428571,0.0007571373456790083,0.03495076497395833,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,1,0,0,1,1,1,70.55,1,6,0,6,0.0420664983164983,0.8240454101562501,27.0125,3.0,0.8571428571428571,0.02103324915824915,0.41202270507812505,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,20.15,0,18,6,12,0.0171130952380952,0.8257991536458333,20.701666666666668,9.0,0.631578947368421,0.0085565476190476,0.41289957682291667,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,0,0,56,1,1,106.6,0,11,3,8,0.0403769841269841,0.8530265299479166,25.1925,0.19298245614035087,0.6666666666666666,0.0007083681425786684,0.014965377718384501,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
1,0,0,1,15,1,1,91.0,0,5,1,4,0.0111607142857142,0.66892333984375,29.24,0.3125,0.6666666666666666,0.0006975446428571375,0.04180770874023437,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,0,1,1,12,1,1,25.4,0,12,4,8,0.0229044834307992,1.1579947916666666,26.359166666666667,0.9230769230769231,0.6153846153846154,0.0017618833408307077,0.08907652243589743,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
0,0,1,1,54,1,0,69.95,0,11,3,8,0.0064102564102564,0.6299495442708333,28.459166666666665,0.2,0.6666666666666666,0.00011655011655011636,0.011453628077651514,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0,0,0,0,7,1,1,66.85,0,20,5,15,0.0152116402116402,0.8452026367187501,22.8575,2.5,0.7142857142857143,0.001901455026455025,0.10565032958984376,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0,1,1,33,1,0,86.15,1,5,2,3,0.0046296296296296,0.8747615559895833,29.699166666666667,0.14705882352941177,0.5,0.00013616557734204705,0.025728281058517155,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,1,16,1,0,20.15,0,18,3,15,0.0237794612794612,0.75026611328125,30.169166666666666,1.0588235294117647,0.7894736842105263,0.0013987918399683058,0.04413330078125,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,0,1,21,1,0,64.85,0,7,3,4,0.0226190476190476,0.6895564778645834,31.734166666666667,0.3181818181818182,0.5,0.0010281385281385273,0.031343476266571975,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1,1,1,0,30,1,0,74.85,0,15,3,12,0.0202954793028322,0.8180997721354166,30.951666666666668,0.4838709677419355,0.75,0.0006546928807365226,0.02639031523017473,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
1,0,0,0,3,1,1,50.5,0,16,5,11,0.0224816849816849,0.7538297526041666,30.74333333333333,4.0,0.6470588235294118,0.005620421245421225,0.18845743815104166,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,11,1,0,72.9,0,16,2,14,0.0198118158644474,0.89465576171875,23.18,1.3333333333333333,0.8235294117647058,0.0016509846553706166,0.07455464680989583,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,62,1,1,115.05,0,10,1,9,0.0522982804232804,0.5554044596354167,22.1275,0.15873015873015872,0.8181818181818182,0.000830131435290165,0.008815943803736773,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
1,0,0,0,18,1,0,19.0,0,19,4,15,0.0333333333333333,0.68347412109375,27.374166666666667,1.0,0.75,0.0017543859649122788,0.03597232216282895,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,0,1,6,1,0,19.55,0,19,7,12,0.0162037037037037,0.6966723632812499,26.186666666666667,2.7142857142857144,0.6,0.0023148148148148143,0.09952462332589285,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,0,0,46,1,1,101.1,0,9,1,8,0.042203548085901,0.8394742838541666,30.011666666666667,0.19148936170212766,0.8,0.0008979478316149149,0.017861154975620564,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
1,0,0,0,21,1,1,84.1,0,16,3,13,0.0354166666666666,0.4945271809895833,27.835,0.7272727272727273,0.7647058823529411,0.001609848484848482,0.02247850822679924,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,68,1,1,24.15,0,12,4,8,0.0502801120448179,0.8785750325520834,36.88166666666667,0.17391304347826086,0.6153846153846154,0.0007286972760118536,0.012732971486262078,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
0,0,0,0,1,1,1,50.1,0,19,6,13,0.0233796296296296,0.52284912109375,28.90083333333333,9.5,0.65,0.0116898148148148,0.261424560546875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,25,1,1,74.6,0,10,3,7,0.0116185897435897,0.7866918945312499,32.20916666666667,0.38461538461538464,0.6363636363636364,0.00044686883629191154,0.030257380558894226,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,1,24,1,0,19.75,0,8,1,7,0.0343864468864468,0.8756298828125,28.77333333333333,0.32,0.7777777777777778,0.001375457875457872,0.0350251953125,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,0,1,0,30,1,1,85.0,1,20,6,14,0.0211683723196881,0.6823404947916667,31.325,0.6451612903225806,0.6666666666666666,0.0006828507199899387,0.02201098370295699,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,2,1,0,80.55,1,16,4,12,0.03125,0.6997151692708333,29.8025,5.333333333333333,0.7058823529411765,0.010416666666666666,0.23323838975694444,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,51,1,1,106.8,0,11,4,7,0.0141612200435729,0.9223583984375,31.38583333333333,0.21153846153846154,0.5833333333333334,0.0002723311546840942,0.017737661508413462,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
0,0,1,1,57,1,1,84.5,0,19,3,16,0.036954365079365,0.9096183268229168,27.829166666666666,0.3275862068965517,0.8,0.0006371442255062931,0.015683074600395117,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1
0,0,0,0,15,1,0,25.05,0,9,3,6,0.0452380952380952,0.5474747721354166,23.714166666666667,0.5625,0.6,0.00282738095238095,0.03421717325846354,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
0,0,1,1,72,1,1,83.7,0,7,2,5,0.0324570105820105,0.7436637369791667,31.241666666666664,0.0958904109589041,0.625,0.00044461658331521227,0.010187174479166667,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,0,0,2,1,1,75.8,1,8,3,5,0.0435019841269841,0.8664982096354167,34.19083333333334,2.6666666666666665,0.5555555555555556,0.014500661375661366,0.2888327365451389,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1,0,28,1,0,96.6,0,6,1,5,0.0052083333333333,0.7022347005208333,27.133333333333336,0.20689655172413793,0.7142857142857143,0.00017959770114942415,0.02421498967313218,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
1,1,1,0,29,1,1,98.5,1,12,4,8,0.0092592592592592,0.6477010091145833,29.1375,0.4,0.6153846153846154,0.00030864197530864,0.021590033637152777,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
1,0,1,1,70,1,1,101.1,0,16,3,13,0.0249732905982905,0.7917993164062501,32.45333333333333,0.22535211267605634,0.7647058823529411,0.0003517364872998662,0.011152103047975355,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,13,1,0,20.2,0,19,4,15,0.0059523809523809,0.5818709309895834,31.91,1.3571428571428572,0.75,0.00042517006802720713,0.041562209356398816,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,1,1,0,59,1,1,94.05,0,19,5,14,0.0264860139860139,0.80557861328125,28.58833333333333,0.31666666666666665,0.7,0.000441433566433565,0.013426310221354166,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0
1,1,1,0,13,1,1,95.25,1,6,2,4,0.0305555555555555,0.9467569986979166,23.88,0.42857142857142855,0.5714285714285714,0.0021825396825396787,0.06762549990699404,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1,1,1,0,7,1,1,74.4,1,10,0,10,0.0369077681577681,0.6077986653645834,32.674166666666665,1.25,0.9090909090909091,0.004613471019721012,0.07597483317057292,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,62,1,0,81.0,0,5,1,4,0.0158939014202172,0.65381591796875,24.41333333333333,0.07936507936507936,0.6666666666666666,0.00025228414952725714,0.010378030443948413,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
0,0,0,0,21,1,1,60.25,0,13,6,7,0.0877840909090909,0.8683870442708334,30.035,0.5909090909090909,0.5,0.003990185950413222,0.03947213837594697,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,2,1,0,60.85,0,8,2,6,0.0378205128205128,0.8196769205729167,30.074166666666667,2.6666666666666665,0.6666666666666666,0.012606837606837598,0.27322564019097223,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,1,1,0,43.95,0,16,4,12,0.0205714764538293,0.9654182942708333,30.885,8.0,0.7058823529411765,0.01028573822691465,0.4827091471354166,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,4,1,0,86.05,0,17,3,14,0.0206959706959706,0.7590079752604167,26.831666666666667,3.4,0.7777777777777778,0.00413919413919412,0.15180159505208335,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,19,1,0,20.25,0,10,2,8,0.0263888888888888,0.8276546223958334,23.67083333333333,0.5,0.7272727272727273,0.00131944444444444,0.04138273111979167,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,30,1,0,85.15,1,6,2,4,0.0513011294261294,0.7225935872395833,25.079166666666666,0.1935483870967742,0.5714285714285714,0.0016548751427783678,0.02330947055611559,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,1,1,67,1,1,19.4,0,9,1,8,0.043428014480646,0.74723876953125,29.61583333333333,0.1323529411764706,0.8,0.0006386472717742059,0.010988805434283088,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,1,1,0,72,1,1,102.65,0,11,2,9,0.0293147398410556,0.8414005533854166,23.316666666666663,0.1506849315068493,0.75,0.00040157177864459724,0.01152603497788242,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1
1,0,1,0,53,1,0,19.9,0,18,7,11,0.0322751322751322,0.7527555338541667,32.5325,0.3333333333333333,0.5789473684210527,0.0005976876347246704,0.01393991729359568,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,0,0,0,5,1,0,19.55,0,6,2,4,0.0572578615341773,0.7152612304687501,25.58333333333333,1.0,0.5714285714285714,0.009542976922362884,0.11921020507812502,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,1,1,0,71,1,1,95.5,0,16,5,11,0.0353862912686442,0.8625358072916667,22.741666666666664,0.2222222222222222,0.6470588235294118,0.0004914762676200583,0.011979663990162037,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
0,0,1,1,50,1,1,84.15,0,9,3,6,0.0202380952380952,0.7883447265625,29.63083333333333,0.17647058823529413,0.6,0.0003968253968253961,0.015457739736519607,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0
1,0,1,1,56,1,1,103.2,0,8,2,6,0.0286324786324786,0.8767325846354167,22.370833333333334,0.14035087719298245,0.6666666666666666,0.0005023241865347123,0.015381273414656433,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1
1,0,0,0,2,1,1,50.2,0,5,1,4,0.0104166666666666,0.8982340494791666,26.83833333333333,1.6666666666666667,0.6666666666666666,0.0034722222222222,0.2994113498263889,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,2,1,1,88.55,1,14,5,9,0.046412037037037,0.6991552734375001,38.5025,4.666666666666667,0.6,0.015470679012345667,0.2330517578125,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1,0,1,1,24,1,0,54.75,1,18,6,12,0.0510041955378642,0.8386222330729166,26.266666666666666,0.72,0.631578947368421,0.002040167821514568,0.03354488932291667,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,1,46,1,0,19.95,0,7,1,6,0.0187908496732026,0.8930192057291667,27.126666666666665,0.14893617021276595,0.75,0.0003998053121958,0.01900040863253546,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,1,0,71,1,1,116.25,0,16,2,14,0.0171130952380952,0.7966739908854167,33.0025,0.2222222222222222,0.8235294117647058,0.0002376818783068778,0.011064916540075232,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0,0,0,0,29,0,1,31.2,0,10,1,9,0.0154258509521667,0.8801944986979167,30.96333333333333,0.3333333333333333,0.8181818181818182,0.00051419503173889,0.02933981662326389,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1,1,69,1,0,24.45,0,6,2,4,0.031583694083694,0.8979777018229167,28.7825,0.08571428571428572,0.5714285714285714,0.0004511956297670571,0.012828252883184524,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
1,0,1,0,71,1,0,84.2,0,5,0,5,0.0092592592592592,0.7018538411458334,31.17333333333333,0.06944444444444445,0.8333333333333334,0.00012860082304526666,0.009747970015914353,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
0,1,0,0,1,1,1,91.3,1,16,3,13,0.0271450685537372,0.64218994140625,33.47666666666667,8.0,0.7647058823529411,0.0135725342768686,0.321094970703125,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,1,1,0,56,1,1,85.65,0,7,2,5,0.0052083333333333,0.8250236002604167,28.05,0.12280701754385964,0.625,9.137426900584737e-05,0.014474098250182749,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,0,1,56,1,1,21.2,0,14,3,11,0.0370657034743722,0.6222794596354166,25.24833333333333,0.24561403508771928,0.7333333333333333,0.0006502754995503895,0.01091718350237573,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,0,0,1,1,1,79.5,1,9,2,7,0.0220150560224089,0.7977888997395833,24.5425,4.5,0.7,0.01100752801120445,0.39889444986979167,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,28,1,0,25.55,0,12,4,8,0.0135281385281385,0.7706982421875,22.484166666666667,0.41379310344827586,0.6153846153846154,0.0004664875354530517,0.02657580145474138,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
0,0,1,1,19,1,0,20.2,0,7,2,5,0.0263666072489601,0.7188818359375001,29.409166666666668,0.35,0.625,0.001318330362448005,0.03594409179687501,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,1,0,66,1,0,63.85,0,19,3,16,0.0148026315789473,0.89267822265625,25.995833333333334,0.2835820895522388,0.8,0.0002209347996857806,0.013323555562033582,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,1,1,17,1,1,61.95,0,8,4,4,0.038235294117647,0.7500773111979168,25.72,0.4444444444444444,0.4444444444444444,0.0021241830065359445,0.0416709617332176,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1,0,1,1,52,1,0,25.75,0,15,5,10,0.019485294117647,0.8656575520833334,29.96,0.2830188679245283,0.625,0.0003676470588235283,0.016333161360062895,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
0,0,0,0,19,1,0,58.2,0,16,6,10,0.0302406657669815,0.7430680338541666,22.595,0.8,0.5882352941176471,0.001512033288349075,0.03715340169270833,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,0,0,36,1,0,85.85,0,19,6,13,0.0415286442859972,0.7099503580729167,24.145,0.5135135135135135,0.65,0.001122395791513438,0.019187847515484236,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
1,1,1,0,7,1,1,70.1,1,16,4,12,0.0144675925925925,1.009931640625,28.549166666666665,2.0,0.7058823529411765,0.0018084490740740626,0.126241455078125,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,72,1,1,104.9,0,9,4,5,0.0141612200435729,0.7424894205729168,28.996666666666663,0.1232876712328767,0.5,0.00019398931566538217,0.010171087953053654,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0
1,0,1,1,67,1,1,111.3,1,6,3,3,0.0556374911638069,0.8306689453125,27.854166666666668,0.08823529411764706,0.42857142857142855,0.0008181983994677486,0.012215719784007354,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
1,1,0,0,34,1,1,99.85,0,20,5,15,0.0269257703081232,0.8508919270833334,18.739166666666662,0.5714285714285714,0.7142857142857143,0.0007693077230892342,0.02431119791666667,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
1,1,1,0,57,1,1,95.25,1,16,2,14,0.0282852564102564,0.9177425130208332,26.4475,0.27586206896551724,0.8235294117647058,0.0004876768346595931,0.01582314677622126,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
0,0,1,0,7,1,1,86.25,1,20,5,15,0.0258223172309859,0.7689892578125,24.49,2.5,0.7142857142857143,0.0032277896538732377,0.0961236572265625,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,1,0,1,1,1,100.8,1,11,4,7,0.0418067226890756,0.6981624348958334,28.755,5.5,0.5833333333333334,0.0209033613445378,0.3490812174479167,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
1,0,1,0,8,1,1,19.55,0,17,4,13,0.0083333333333333,1.0068986002604168,34.44583333333333,1.8888888888888888,0.7222222222222222,0.0009259259259259223,0.11187762225115742,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,0,0,69,1,0,104.0,0,6,2,4,0.0161324786324786,0.85432373046875,26.55666666666667,0.08571428571428572,0.5714285714285714,0.00023046398046398,0.012204624720982143,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1
