,complaint_id,customerID,date,issue,status
67075,CMP981951,1310-QRITU,2024-10-04,Slow internet,Closed
67077,CMP478666,1310-QRITU,2024-10-13,Service outage,In Progress
67076,CMP347292,1310-QRITU,2024-11-06,Network issue,Closed
67071,CMP938672,1310-QRITU,2024-11-16,App issue,Closed
67070,CMP327048,1310-QRITU,2024-12-19,Billing error,Closed
67080,CMP405656,1310-QRITU,2024-12-27,Frequent disconnection,Resolved
67069,CMP427734,1310-QRITU,2025-01-27,Unexpected charges,Closed
58637,CMP604255,1319-YLZJG,2024-06-08,Poor customer service,Resolved
58629,CMP792690,1319-YLZJG,2024-06-19,Slow internet,In Progress
58628,CMP384272,1319-YLZJG,2024-07-15,Billing error,Open
58639,CMP999174,1319-YLZJG,2024-07-18,Poor customer service,In Progress
58638,CMP167030,1319-YLZJG,2024-07-21,Network issue,Open
58634,CMP975506,1319-YLZJG,2024-07-31,Network issue,Closed
58636,CMP867978,1319-YLZJG,2024-09-18,Slow internet,Open
58640,CMP423171,1319-YLZJG,2024-11-04,Frequent disconnection,Open
58635,CMP632957,1319-YLZJG,2024-11-22,Poor customer service,Resolved
58631,CMP848438,1319-YLZJG,2024-11-24,Unexpected charges,In Progress
58641,CMP760492,1319-YLZJG,2025-01-09,Slow internet,In Progress
58643,CMP756515,1319-YLZJG,2025-01-18,Billing error,In Progress
58627,CMP619028,1319-YLZJG,2025-01-27,Frequent disconnection,Closed
58642,CMP117472,1319-YLZJG,2025-02-06,Poor customer service,In Progress
58630,CMP628841,1319-YLZJG,2025-03-02,Slow internet,In Progress
58632,CMP997129,1319-YLZJG,2025-03-24,Poor customer service,Open
58633,CMP572961,1319-YLZJG,2025-04-01,Billing error,Open
84440,CMP592177,1320-GVNHT,2024-06-01,Unexpected charges,Closed
84428,CMP221822,1320-GVNHT,2024-09-18,Frequent disconnection,Open
84427,CMP977612,1320-GVNHT,2024-09-30,App issue,In Progress
84435,CMP926522,1320-GVNHT,2024-10-07,Slow internet,In Progress
84436,CMP618080,1320-GVNHT,2024-10-14,Network issue,Closed
84429,CMP471075,1320-GVNHT,2024-11-17,Network issue,Resolved
84433,CMP512009,1320-GVNHT,2024-12-21,App issue,Open
84426,CMP832281,1320-GVNHT,2025-01-23,App issue,In Progress
84439,CMP350685,1320-GVNHT,2025-02-19,Slow internet,Open
84430,CMP577834,1320-GVNHT,2025-02-25,Service outage,Resolved
84432,CMP577529,1320-GVNHT,2025-03-02,Service outage,Resolved
84437,CMP455128,1320-GVNHT,2025-03-06,Billing error,Resolved
84431,CMP487937,1320-GVNHT,2025-04-07,Service outage,Closed
84438,CMP283432,1320-GVNHT,2025-04-10,Service outage,In Progress
84434,CMP463918,1320-GVNHT,2025-04-25,App issue,Open
69462,CMP652222,1320-HTRDR,2024-06-04,App issue,In Progress
69465,CMP260486,1320-HTRDR,2024-06-14,Billing error,Resolved
69463,CMP540156,1320-HTRDR,2024-06-22,App issue,In Progress
69466,CMP365856,1320-HTRDR,2024-07-03,Poor customer service,Resolved
69474,CMP250336,1320-HTRDR,2024-10-29,App issue,Open
69464,CMP740615,1320-HTRDR,2024-11-03,Slow internet,Open
69473,CMP417378,1320-HTRDR,2024-12-19,Billing error,In Progress
69472,CMP131977,1320-HTRDR,2024-12-24,Unexpected charges,Open
69469,CMP926325,1320-HTRDR,2025-01-14,Network issue,Resolved
69461,CMP207901,1320-HTRDR,2025-01-28,Unexpected charges,In Progress
69471,CMP485936,1320-HTRDR,2025-01-30,Slow internet,Resolved
69467,CMP735337,1320-HTRDR,2025-03-14,Network issue,Resolved
69460,CMP597050,1320-HTRDR,2025-03-16,Frequent disconnection,Resolved
69470,CMP433071,1320-HTRDR,2025-03-27,Network issue,Resolved
69468,CMP349959,1320-HTRDR,2025-04-29,Service outage,Open
69459,CMP440675,1320-HTRDR,2025-04-30,App issue,In Progress
21887,CMP688071,1320-REHCS,2024-05-18,Network issue,In Progress
21881,CMP558155,1320-REHCS,2024-07-25,Frequent disconnection,Closed
21884,CMP592167,1320-REHCS,2024-09-12,Network issue,Closed
21885,CMP755468,1320-REHCS,2024-09-29,App issue,Open
21888,CMP979204,1320-REHCS,2024-12-20,Network issue,Open
21883,CMP360483,1320-REHCS,2025-01-05,Service outage,Closed
21882,CMP658320,1320-REHCS,2025-01-22,Unexpected charges,Closed
21886,CMP262402,1320-REHCS,2025-04-03,Unexpected charges,Open
37861,CMP477804,1322-AGOQM,2024-07-01,Network issue,In Progress
37855,CMP835274,1322-AGOQM,2024-07-13,Network issue,Resolved
37863,CMP357473,1322-AGOQM,2024-07-14,Unexpected charges,In Progress
37851,CMP129846,1322-AGOQM,2024-09-04,Unexpected charges,Resolved
37865,CMP406070,1322-AGOQM,2024-09-16,Slow internet,Closed
37853,CMP589619,1322-AGOQM,2024-09-21,Poor customer service,Resolved
37857,CMP326341,1322-AGOQM,2024-11-07,Slow internet,Resolved
37862,CMP994537,1322-AGOQM,2024-12-08,Service outage,Resolved
37858,CMP668558,1322-AGOQM,2024-12-09,Service outage,Resolved
37860,CMP240725,1322-AGOQM,2024-12-19,App issue,Closed
37854,CMP183213,1322-AGOQM,2025-01-29,Unexpected charges,In Progress
37864,CMP787526,1322-AGOQM,2025-02-09,Billing error,Open
37859,CMP112337,1322-AGOQM,2025-02-11,Unexpected charges,Closed
37852,CMP972358,1322-AGOQM,2025-02-16,Poor customer service,In Progress
37856,CMP675711,1322-AGOQM,2025-04-12,Slow internet,Resolved
37866,CMP741883,1322-AGOQM,2025-04-29,Poor customer service,In Progress
30737,CMP831057,1323-OOEPC,2024-05-18,Slow internet,Open
30727,CMP257593,1323-OOEPC,2024-06-09,Poor customer service,Resolved
30730,CMP202329,1323-OOEPC,2024-06-17,Frequent disconnection,Open
30729,CMP341368,1323-OOEPC,2024-07-10,Service outage,Resolved
30734,CMP505512,1323-OOEPC,2024-07-12,Unexpected charges,Open
30736,CMP404622,1323-OOEPC,2024-07-30,Unexpected charges,In Progress
30732,CMP446817,1323-OOEPC,2024-07-31,Billing error,In Progress
30723,CMP535260,1323-OOEPC,2024-08-11,Network issue,Open
30731,CMP804395,1323-OOEPC,2024-08-20,Frequent disconnection,Resolved
30728,CMP896632,1323-OOEPC,2024-09-26,Network issue,Open
30721,CMP707526,1323-OOEPC,2024-10-12,Network issue,Closed
30733,CMP569417,1323-OOEPC,2024-10-28,Frequent disconnection,Closed
30738,CMP120194,1323-OOEPC,2024-11-25,Network issue,Closed
30724,CMP407325,1323-OOEPC,2025-01-01,Network issue,Resolved
30726,CMP237995,1323-OOEPC,2025-01-07,Billing error,Open
30722,CMP152372,1323-OOEPC,2025-02-03,Billing error,Resolved
30720,CMP470113,1323-OOEPC,2025-03-06,Poor customer service,In Progress
30725,CMP106567,1323-OOEPC,2025-03-15,Poor customer service,Closed
30735,CMP473076,1323-OOEPC,2025-04-16,Slow internet,In Progress
73951,CMP956439,1324-NLTJE,2024-05-19,App issue,In Progress
73952,CMP501297,1324-NLTJE,2024-07-18,Network issue,In Progress
73947,CMP200078,1324-NLTJE,2024-08-13,Network issue,Open
73949,CMP481631,1324-NLTJE,2024-08-21,Frequent disconnection,Resolved
73948,CMP642032,1324-NLTJE,2024-12-17,Service outage,Open
73950,CMP689242,1324-NLTJE,2025-02-20,Slow internet,Resolved
50524,CMP254398,1325-USMEC,2024-05-04,Slow internet,Open
50526,CMP440672,1325-USMEC,2024-05-19,Poor customer service,Closed
50527,CMP306350,1325-USMEC,2024-05-29,App issue,Resolved
50522,CMP499325,1325-USMEC,2024-06-01,Frequent disconnection,Open
50516,CMP985516,1325-USMEC,2024-06-04,Network issue,Resolved
50520,CMP353467,1325-USMEC,2024-06-26,Slow internet,Open
50518,CMP198616,1325-USMEC,2024-07-19,Slow internet,Closed
50512,CMP665426,1325-USMEC,2024-08-11,Frequent disconnection,Resolved
50525,CMP568052,1325-USMEC,2024-09-07,Slow internet,In Progress
50521,CMP121997,1325-USMEC,2024-09-17,App issue,Resolved
50514,CMP792778,1325-USMEC,2024-09-23,Poor customer service,Resolved
50528,CMP917847,1325-USMEC,2024-12-19,Unexpected charges,Resolved
50515,CMP988870,1325-USMEC,2024-12-27,Frequent disconnection,Closed
50523,CMP418448,1325-USMEC,2025-01-10,App issue,Closed
50529,CMP498778,1325-USMEC,2025-01-12,Billing error,In Progress
50517,CMP355643,1325-USMEC,2025-03-27,Poor customer service,Closed
50519,CMP599042,1325-USMEC,2025-04-05,Unexpected charges,Closed
50513,CMP627846,1325-USMEC,2025-04-06,App issue,Resolved
63216,CMP848851,1328-EUZHC,2024-06-19,Slow internet,In Progress
63215,CMP447370,1328-EUZHC,2024-08-29,Service outage,Open
63219,CMP173379,1328-EUZHC,2024-11-19,Frequent disconnection,In Progress
63217,CMP659990,1328-EUZHC,2024-12-17,Slow internet,In Progress
63218,CMP535583,1328-EUZHC,2025-03-04,Slow internet,Resolved
49895,CMP291662,1329-VHWNP,2024-05-23,Poor customer service,In Progress
49897,CMP347041,1329-VHWNP,2024-06-12,Frequent disconnection,Closed
49885,CMP517692,1329-VHWNP,2024-06-27,Network issue,In Progress
49889,CMP430457,1329-VHWNP,2024-08-28,Slow internet,In Progress
49896,CMP477931,1329-VHWNP,2024-11-05,Unexpected charges,Closed
49884,CMP177356,1329-VHWNP,2024-11-26,Network issue,Open
49890,CMP920420,1329-VHWNP,2024-12-05,Frequent disconnection,In Progress
49894,CMP538089,1329-VHWNP,2025-01-10,Service outage,In Progress
49891,CMP870013,1329-VHWNP,2025-02-19,App issue,Closed
49886,CMP756293,1329-VHWNP,2025-02-24,Slow internet,Closed
49887,CMP805093,1329-VHWNP,2025-03-31,Billing error,Resolved
49892,CMP201113,1329-VHWNP,2025-04-12,Slow internet,Resolved
49893,CMP310969,1329-VHWNP,2025-04-20,Service outage,Resolved
49888,CMP569981,1329-VHWNP,2025-04-24,Poor customer service,In Progress
68402,CMP616514,1333-PBMXB,2024-05-21,Unexpected charges,Closed
68412,CMP401746,1333-PBMXB,2024-05-26,Slow internet,Closed
68406,CMP473983,1333-PBMXB,2024-08-13,Unexpected charges,In Progress
68405,CMP634263,1333-PBMXB,2024-09-07,Frequent disconnection,In Progress
68414,CMP981961,1333-PBMXB,2024-11-01,Unexpected charges,Resolved
68411,CMP568721,1333-PBMXB,2024-12-03,Slow internet,Open
68403,CMP842708,1333-PBMXB,2025-01-04,Poor customer service,Resolved
68409,CMP298976,1333-PBMXB,2025-01-15,Unexpected charges,Closed
68416,CMP852580,1333-PBMXB,2025-02-24,Frequent disconnection,In Progress
68413,CMP620343,1333-PBMXB,2025-03-03,Network issue,In Progress
68410,CMP504523,1333-PBMXB,2025-03-05,Unexpected charges,In Progress
68408,CMP565321,1333-PBMXB,2025-03-19,Service outage,Closed
68404,CMP677729,1333-PBMXB,2025-04-04,Frequent disconnection,In Progress
68415,CMP380538,1333-PBMXB,2025-04-19,Frequent disconnection,Open
68407,CMP687017,1333-PBMXB,2025-04-29,App issue,Resolved
49412,CMP187182,1334-FJSVR,2024-05-24,Service outage,Resolved
49414,CMP284540,1334-FJSVR,2024-06-05,Unexpected charges,In Progress
49419,CMP714435,1334-FJSVR,2024-06-26,Unexpected charges,Open
49421,CMP148071,1334-FJSVR,2024-09-10,App issue,Closed
49413,CMP376214,1334-FJSVR,2024-09-14,Service outage,In Progress
49415,CMP784784,1334-FJSVR,2024-10-22,Frequent disconnection,Resolved
49411,CMP596499,1334-FJSVR,2024-11-07,Frequent disconnection,Open
49408,CMP897336,1334-FJSVR,2024-11-14,Service outage,Closed
49417,CMP595275,1334-FJSVR,2024-11-18,Billing error,Closed
49416,CMP505571,1334-FJSVR,2024-12-28,Poor customer service,In Progress
49409,CMP410142,1334-FJSVR,2025-01-28,Slow internet,Closed
49418,CMP396751,1334-FJSVR,2025-03-05,Network issue,Closed
49420,CMP484339,1334-FJSVR,2025-03-17,Unexpected charges,Closed
49406,CMP723352,1334-FJSVR,2025-03-21,Billing error,Closed
49410,CMP827469,1334-FJSVR,2025-03-27,Billing error,Open
49407,CMP785012,1334-FJSVR,2025-04-15,Billing error,In Progress
65472,CMP814490,1334-PDUKM,2024-08-22,App issue,Closed
65474,CMP392092,1334-PDUKM,2024-08-29,Unexpected charges,Closed
65476,CMP654366,1334-PDUKM,2024-09-14,App issue,Resolved
65475,CMP685262,1334-PDUKM,2024-09-28,Unexpected charges,Closed
65469,CMP388697,1334-PDUKM,2024-10-23,Network issue,Open
65480,CMP981133,1334-PDUKM,2024-11-03,Billing error,Open
65479,CMP158101,1334-PDUKM,2024-11-04,Frequent disconnection,In Progress
65478,CMP944202,1334-PDUKM,2024-11-12,Slow internet,Resolved
65477,CMP786777,1334-PDUKM,2024-12-16,Billing error,Closed
65473,CMP188391,1334-PDUKM,2025-01-06,Slow internet,In Progress
65481,CMP550641,1334-PDUKM,2025-03-01,Unexpected charges,In Progress
65470,CMP960703,1334-PDUKM,2025-03-15,Service outage,Closed
65471,CMP254949,1334-PDUKM,2025-04-26,Slow internet,Open
41617,CMP192201,1335-HQMKX,2024-07-17,Service outage,In Progress
41619,CMP217986,1335-HQMKX,2024-07-23,Unexpected charges,Open
41615,CMP310283,1335-HQMKX,2024-09-16,Service outage,Open
41612,CMP563562,1335-HQMKX,2024-10-16,Unexpected charges,Open
41609,CMP530479,1335-HQMKX,2024-10-17,Slow internet,Open
41607,CMP690673,1335-HQMKX,2024-10-22,Unexpected charges,In Progress
41620,CMP139722,1335-HQMKX,2024-10-31,Network issue,Open
41606,CMP977350,1335-HQMKX,2024-11-03,Service outage,Resolved
41618,CMP202795,1335-HQMKX,2024-11-20,Billing error,Open
41605,CMP685266,1335-HQMKX,2024-12-12,Service outage,In Progress
41616,CMP277363,1335-HQMKX,2024-12-29,App issue,Open
41610,CMP735413,1335-HQMKX,2025-01-03,Unexpected charges,Closed
41611,CMP973652,1335-HQMKX,2025-01-05,Slow internet,Closed
41608,CMP177371,1335-HQMKX,2025-01-19,Unexpected charges,Resolved
41613,CMP837667,1335-HQMKX,2025-01-21,Unexpected charges,Resolved
41614,CMP168106,1335-HQMKX,2025-01-24,Billing error,Resolved
46897,CMP801066,1335-MXCSE,2024-05-02,Billing error,Closed
46901,CMP630346,1335-MXCSE,2024-06-06,Network issue,Open
46896,CMP326547,1335-MXCSE,2024-06-30,Billing error,Resolved
46900,CMP448689,1335-MXCSE,2024-07-30,App issue,Closed
46898,CMP608188,1335-MXCSE,2024-10-08,Unexpected charges,Open
46899,CMP458063,1335-MXCSE,2024-11-27,Network issue,In Progress
46902,CMP336679,1335-MXCSE,2024-12-05,Network issue,In Progress
43604,CMP640753,1335-NTIUC,2024-05-12,Network issue,In Progress
43596,CMP893908,1335-NTIUC,2024-05-22,Service outage,Resolved
43598,CMP337566,1335-NTIUC,2024-06-15,Network issue,Open
43597,CMP195423,1335-NTIUC,2024-07-29,Service outage,In Progress
43601,CMP946145,1335-NTIUC,2024-08-24,Billing error,Resolved
43605,CMP136828,1335-NTIUC,2024-09-27,Network issue,Resolved
43602,CMP557042,1335-NTIUC,2024-10-07,Frequent disconnection,In Progress
43599,CMP654984,1335-NTIUC,2024-11-06,Billing error,Closed
43600,CMP364354,1335-NTIUC,2024-11-10,App issue,In Progress
43603,CMP292318,1335-NTIUC,2024-11-22,App issue,In Progress
43594,CMP729941,1335-NTIUC,2025-01-02,Service outage,Resolved
43595,CMP673965,1335-NTIUC,2025-01-08,Unexpected charges,Resolved
43606,CMP256093,1335-NTIUC,2025-01-09,Frequent disconnection,In Progress
41039,CMP530131,1336-EZFZY,2024-05-20,Poor customer service,In Progress
41041,CMP708293,1336-EZFZY,2024-08-09,Unexpected charges,Resolved
41040,CMP213392,1336-EZFZY,2024-08-12,Frequent disconnection,Open
41035,CMP646157,1336-EZFZY,2024-11-01,Frequent disconnection,Open
41038,CMP729310,1336-EZFZY,2024-11-27,Service outage,Closed
41036,CMP350616,1336-EZFZY,2024-12-01,Frequent disconnection,Resolved
41034,CMP870306,1336-EZFZY,2025-01-05,Poor customer service,In Progress
41037,CMP645982,1336-EZFZY,2025-04-22,Service outage,Closed
60097,CMP896729,1337-BOZWO,2024-05-12,Unexpected charges,Closed
60099,CMP567871,1337-BOZWO,2024-06-14,Network issue,Open
60096,CMP836847,1337-BOZWO,2024-07-30,Network issue,In Progress
60098,CMP365675,1337-BOZWO,2024-09-15,Poor customer service,Resolved
60095,CMP962079,1337-BOZWO,2024-09-19,App issue,Resolved
13808,CMP690441,1338-CECEE,2024-06-08,Network issue,Closed
13805,CMP630891,1338-CECEE,2024-06-19,Network issue,Resolved
13804,CMP488055,1338-CECEE,2024-07-23,Unexpected charges,Open
13811,CMP817610,1338-CECEE,2024-09-14,Billing error,In Progress
13807,CMP372206,1338-CECEE,2024-11-04,Slow internet,Resolved
13810,CMP356189,1338-CECEE,2024-12-25,Network issue,Closed
13809,CMP215139,1338-CECEE,2025-01-03,Poor customer service,In Progress
13803,CMP266963,1338-CECEE,2025-01-05,Frequent disconnection,In Progress
13806,CMP611374,1338-CECEE,2025-02-23,Unexpected charges,Open
6823,CMP649695,1342-JPNKI,2024-06-17,Network issue,Open
6822,CMP912258,1342-JPNKI,2024-06-26,Billing error,Closed
6826,CMP326240,1342-JPNKI,2024-07-04,Poor customer service,Resolved
6825,CMP614151,1342-JPNKI,2024-07-20,Service outage,Open
6824,CMP678203,1342-JPNKI,2024-07-23,App issue,In Progress
6831,CMP893617,1342-JPNKI,2024-07-25,Frequent disconnection,Open
6830,CMP651827,1342-JPNKI,2024-10-04,Frequent disconnection,Closed
6828,CMP381148,1342-JPNKI,2024-10-05,App issue,In Progress
6827,CMP790466,1342-JPNKI,2024-11-18,Network issue,Closed
6821,CMP311838,1342-JPNKI,2024-11-26,Billing error,Resolved
6820,CMP290362,1342-JPNKI,2025-01-10,Service outage,Open
6829,CMP430820,1342-JPNKI,2025-01-23,Service outage,Closed
4260,CMP247641,1343-EHPYB,2024-05-01,Billing error,Resolved
4257,CMP575063,1343-EHPYB,2024-10-19,Poor customer service,Resolved
4258,CMP799217,1343-EHPYB,2024-12-22,App issue,Closed
4256,CMP201062,1343-EHPYB,2025-03-01,Billing error,Open
4259,CMP926406,1343-EHPYB,2025-03-06,Poor customer service,In Progress
4255,CMP302980,1343-EHPYB,2025-03-12,Service outage,Resolved
26835,CMP458015,1345-GKDZZ,2024-05-04,Poor customer service,Resolved
26836,CMP372115,1345-GKDZZ,2024-05-13,Poor customer service,Open
26841,CMP709254,1345-GKDZZ,2024-06-21,Billing error,Closed
26844,CMP504832,1345-GKDZZ,2024-07-11,Unexpected charges,Closed
26840,CMP465293,1345-GKDZZ,2024-07-27,App issue,Resolved
26837,CMP203442,1345-GKDZZ,2024-08-19,Frequent disconnection,Resolved
26848,CMP482933,1345-GKDZZ,2024-08-28,Frequent disconnection,Resolved
26832,CMP194135,1345-GKDZZ,2024-09-14,Service outage,Open
26843,CMP399978,1345-GKDZZ,2024-09-25,Service outage,Open
26834,CMP678517,1345-GKDZZ,2024-09-29,Service outage,Open
26847,CMP847061,1345-GKDZZ,2024-10-10,Network issue,Closed
26846,CMP886817,1345-GKDZZ,2024-10-22,Slow internet,Resolved
26838,CMP744051,1345-GKDZZ,2024-11-14,Service outage,Resolved
26849,CMP112497,1345-GKDZZ,2024-12-06,Unexpected charges,Closed
26833,CMP262309,1345-GKDZZ,2025-01-03,Billing error,Open
26842,CMP573328,1345-GKDZZ,2025-01-10,Poor customer service,In Progress
26850,CMP333612,1345-GKDZZ,2025-02-10,Billing error,Closed
26845,CMP767968,1345-GKDZZ,2025-02-17,Service outage,In Progress
26839,CMP483395,1345-GKDZZ,2025-03-04,Network issue,Resolved
39363,CMP257776,1345-ZUKID,2024-06-27,Service outage,Resolved
39371,CMP348856,1345-ZUKID,2024-09-22,Unexpected charges,Resolved
39369,CMP269267,1345-ZUKID,2024-10-10,Service outage,In Progress
39370,CMP319418,1345-ZUKID,2024-10-27,Poor customer service,Resolved
39364,CMP295982,1345-ZUKID,2024-11-26,Service outage,In Progress
39372,CMP474774,1345-ZUKID,2024-12-26,Frequent disconnection,Closed
39367,CMP908336,1345-ZUKID,2025-02-18,Slow internet,Resolved
39373,CMP618402,1345-ZUKID,2025-03-29,Billing error,Resolved
39365,CMP518104,1345-ZUKID,2025-04-16,Unexpected charges,In Progress
39366,CMP519399,1345-ZUKID,2025-04-26,App issue,Resolved
39368,CMP560832,1345-ZUKID,2025-04-28,Service outage,Open
68873,CMP362484,1346-PJWTK,2024-05-27,Poor customer service,In Progress
68878,CMP179546,1346-PJWTK,2024-06-17,Slow internet,Closed
68875,CMP370426,1346-PJWTK,2024-06-28,App issue,Closed
68882,CMP280510,1346-PJWTK,2024-07-12,Slow internet,Resolved
68877,CMP465316,1346-PJWTK,2024-08-01,Slow internet,In Progress
68879,CMP650826,1346-PJWTK,2024-11-14,Billing error,Resolved
68881,CMP263370,1346-PJWTK,2024-11-18,Billing error,Resolved
68876,CMP500655,1346-PJWTK,2025-01-21,Poor customer service,Closed
68880,CMP824941,1346-PJWTK,2025-03-10,Unexpected charges,Resolved
68874,CMP329100,1346-PJWTK,2025-04-10,Network issue,Open
14813,CMP496768,1346-UFHAX,2024-05-10,Unexpected charges,In Progress
14812,CMP146670,1346-UFHAX,2024-05-25,Frequent disconnection,Resolved
14809,CMP760099,1346-UFHAX,2024-06-05,Frequent disconnection,Open
14811,CMP973621,1346-UFHAX,2024-06-14,Frequent disconnection,Closed
14808,CMP510363,1346-UFHAX,2024-07-03,Service outage,Open
14817,CMP792454,1346-UFHAX,2024-07-06,Billing error,Resolved
14820,CMP299113,1346-UFHAX,2024-07-09,Network issue,Resolved
14806,CMP877759,1346-UFHAX,2024-08-02,Frequent disconnection,In Progress
14818,CMP198665,1346-UFHAX,2024-08-07,Frequent disconnection,Closed
14815,CMP502983,1346-UFHAX,2024-08-30,Network issue,Resolved
14816,CMP541182,1346-UFHAX,2024-10-16,Billing error,Resolved
14810,CMP834042,1346-UFHAX,2024-12-10,Unexpected charges,Closed
14819,CMP663801,1346-UFHAX,2025-01-11,Frequent disconnection,In Progress
14814,CMP782796,1346-UFHAX,2025-01-17,Service outage,Open
14807,CMP119009,1346-UFHAX,2025-02-16,Network issue,Open
2649,CMP633746,1347-KTTTA,2024-05-02,Slow internet,Resolved
2652,CMP709927,1347-KTTTA,2024-06-10,App issue,Closed
2653,CMP828591,1347-KTTTA,2024-10-17,Slow internet,In Progress
2651,CMP131837,1347-KTTTA,2025-02-05,Network issue,Closed
2650,CMP381776,1347-KTTTA,2025-03-14,Service outage,In Progress
22947,CMP697217,1349-WXNGG,2024-06-16,Unexpected charges,Closed
22951,CMP221465,1349-WXNGG,2024-07-26,Network issue,Open
